Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
3686.3588,H6N6F4Sa3,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3687.3541,H8N7Sm2Gm1,Bisected tetra-antennary / Penta-antennary,8,7,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3687.3792,H7N7F3Sd1Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3687.3792,H8N7F2Sd2,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3688.3381,H7N8F2Sa1Ga1,Bisected penta-antennary,7,8,2,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3688.3381,H8N8F1Sa2,Bisected penta-antennary,8,8,1,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3688.3632,H7N8F4Sm1,Bisected penta-antennary,7,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3689.2857,H7N8S2G1,Bisected penta-antennary,7,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3689.3109,H6N6F4S3,Bisected tri-antennary / Tetra-antennary,6,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3690.3061,H7N8F2S1G1,Bisected penta-antennary,7,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3690.3061,H8N8F1S2,Bisected penta-antennary,8,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3690.3425,H7N8F4Ga1,Bisected penta-antennary,7,8,4,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
3690.3425,H8N8F3Sa1,Bisected penta-antennary,8,8,3,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
3691.3265,H7N8F4G1,Bisected penta-antennary,7,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3691.3265,H8N8F3S1,Bisected penta-antennary,8,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3692.2231,H8N7S2G1Na2,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3693.2434,H8N7F2S1G1Na2,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3695.2727,H6N8F1S2G1Na1,Bisected penta-antennary,6,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3695.2727,H7N8S3Na1,Bisected penta-antennary,7,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3696.2931,H6N8F3S1G1Na1,Bisected penta-antennary,6,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3696.2931,H7N8F2S2Na1,Bisected penta-antennary,7,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3696.3908,H6N8F1Sm3,Bisected penta-antennary,6,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3696.4159,H5N8F4Sd2,Bisected penta-antennary,5,8,4,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3697.3135,H7N8F4S1Na1,Bisected penta-antennary,7,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3697.4112,H6N7F2Sd2Gd1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3697.4112,H7N7F1Sd3,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3698.2101,H7N7F1S2G1Na3,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3698.2101,H8N7S3Na3,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3698.3701,H6N8F1Sa1Sd1Ga1,Bisected penta-antennary,6,8,1,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3698.3701,H6N8F1Sa2Gd1,Bisected penta-antennary,6,8,1,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3698.3701,H7N8Sa2Sd1,Bisected penta-antennary,7,8,0,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3700.3493,H7N6F1Sa4,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
3700.3745,H6N8F3Sm1Gm1,Bisected penta-antennary,6,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3700.3745,H7N8F2Sm2,Bisected penta-antennary,7,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3700.3745,H6N8F3Sd1Ga1,Bisected penta-antennary,6,8,3,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3700.3745,H6N8F3Sa1Gd1,Bisected penta-antennary,6,8,3,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3700.3745,H7N8F2Sa1Sd1,Bisected penta-antennary,7,8,2,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3701.2598,H6N8F1S3Na2,Bisected penta-antennary,6,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3701.3697,H8N7Sd2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3701.3697,H8N7Sa1Sd1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3702.2802,H5N8F4S1G1Na2,Bisected penta-antennary,5,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3702.2802,H6N8F3S2Na2,Bisected penta-antennary,6,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3702.3537,H6N6F4Sa2Ga1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3702.3537,H7N6F3Sa3,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3702.3789,H7N8F4Sd1,Bisected penta-antennary,7,8,4,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
3703.3741,H8N7F2Sd1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3704.2854,H7N6F1S4,Bisected tri-antennary / Tetra-antennary,7,6,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3704.333,H8N8F1Sa1Ga1,Bisected penta-antennary,8,8,1,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3704.333,H9N8Sa2,Bisected penta-antennary,9,8,0,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3704.3581,H7N8F4Gm1,Bisected penta-antennary,7,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3704.3581,H8N8F3Sm1,Bisected penta-antennary,8,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3705.3058,H6N6F4S2G1,Bisected tri-antennary / Tetra-antennary,6,6,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3705.3058,H7N6F3S3,Bisected tri-antennary / Tetra-antennary,7,6,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3706.301,H8N8F1S1G1,Bisected penta-antennary,8,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3706.301,H9N8S2,Bisected penta-antennary,9,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3706.3374,H8N8F3Ga1,Bisected penta-antennary,8,8,3,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
3706.3374,H9N8F2Sa1,Bisected penta-antennary,9,8,2,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
3707.3214,H8N8F3G1,Bisected penta-antennary,8,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3707.3214,H9N8F2S1,Bisected penta-antennary,9,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3708.3418,H9N8F4,Bisected penta-antennary,9,8,4,n/a (no sialic acid),[M+Na]+,Neutral
3710.4064,H6N8F1Sa1Sd2,Bisected penta-antennary,6,8,1,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3711.2677,H7N8S2G1Na1,Bisected penta-antennary,7,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3711.2928,H6N6F4S3Na1,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3712.288,H7N8F2S1G1Na1,Bisected penta-antennary,7,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3712.288,H8N8F1S2Na1,Bisected penta-antennary,8,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3712.3857,H6N8F1Sm2Gm1,Bisected penta-antennary,6,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3712.3857,H7N8Sm3,Bisected penta-antennary,7,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3712.4108,H5N8F4Sd1Gd1,Bisected penta-antennary,5,8,4,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3712.4108,H6N8F3Sd2,Bisected penta-antennary,6,8,3,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3713.3084,H7N8F4G1Na1,Bisected penta-antennary,7,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3713.3084,H8N8F3S1Na1,Bisected penta-antennary,8,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3713.4061,H7N7F1Sd2Gd1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3713.4061,H8N7Sd3,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3714.205,H8N7S2G1Na3,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3714.365,H7N8Sa1Sd1Ga1,Bisected penta-antennary,7,8,0,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3714.365,H7N8Sa2Gd1,Bisected penta-antennary,7,8,0,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3714.3901,H6N6F4Sa2Sd1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3716.3442,H7N6F1Sa3Ga1,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
3716.3694,H7N8F2Sm1Gm1,Bisected penta-antennary,7,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3716.3694,H8N8F1Sm2,Bisected penta-antennary,8,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3716.3694,H7N8F2Sd1Ga1,Bisected penta-antennary,7,8,2,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3716.3694,H7N8F2Sa1Gd1,Bisected penta-antennary,7,8,2,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3716.3694,H8N8F1Sa1Sd1,Bisected penta-antennary,8,8,1,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3717.2547,H6N8F1S2G1Na2,Bisected penta-antennary,6,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3717.2547,H7N8S3Na2,Bisected penta-antennary,7,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3718.2751,H6N8F3S1G1Na2,Bisected penta-antennary,6,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3718.2751,H7N8F2S2Na2,Bisected penta-antennary,7,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3718.3486,H7N6F3Sa2Ga1,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3718.3738,H7N8F4Gd1,Bisected penta-antennary,7,8,4,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
3718.3738,H8N8F3Sd1,Bisected penta-antennary,8,8,3,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
3720.2803,H7N6F1S3G1,Bisected tri-antennary / Tetra-antennary,7,6,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3720.3279,H9N8Sa1Ga1,Bisected penta-antennary,9,8,0,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3720.353,H8N8F3Gm1,Bisected penta-antennary,8,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3720.353,H9N8F2Sm1,Bisected penta-antennary,9,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3721.3007,H7N6F3S2G1,Bisected tri-antennary / Tetra-antennary,7,6,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3722.2959,H9N8S1G1,Bisected penta-antennary,9,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3722.3323,H9N8F2Ga1,Bisected penta-antennary,9,8,2,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
3723.2417,H6N8F1S3Na3,Bisected penta-antennary,6,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3723.3163,H9N8F2G1,Bisected penta-antennary,9,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3726.2673,H7N6F1S4Na1,Bisected tri-antennary / Tetra-antennary,7,6,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3726.4014,H6N8F1Sd2Ga1,Bisected penta-antennary,6,8,1,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3726.4014,H6N8F1Sa1Sd1Gd1,Bisected penta-antennary,6,8,1,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3726.4014,H7N8Sa1Sd2,Bisected penta-antennary,7,8,0,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3727.2877,H6N6F4S2G1Na1,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3727.2877,H7N6F3S3Na1,Bisected tri-antennary / Tetra-antennary,7,6,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3728.283,H8N8F1S1G1Na1,Bisected penta-antennary,8,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3728.283,H9N8S2Na1,Bisected penta-antennary,9,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3728.3806,H7N8Sm2Gm1,Bisected penta-antennary,7,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3728.3806,H7N6F1Sa3Sd1,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
3728.4058,H6N6F4Sm3,Bisected tri-antennary / Tetra-antennary,6,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3728.4058,H6N8F3Sd1Gd1,Bisected penta-antennary,6,8,3,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3728.4058,H7N8F2Sd2,Bisected penta-antennary,7,8,2,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3729.3034,H8N8F3G1Na1,Bisected penta-antennary,8,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3729.3034,H9N8F2S1Na1,Bisected penta-antennary,9,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3729.401,H8N7Sd2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3730.385,H6N6F4Sa1Sd1Ga1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3730.385,H6N6F4Sa2Gd1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3730.385,H7N6F3Sa2Sd1,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3732.3643,H8N8F1Sm1Gm1,Bisected penta-antennary,8,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3732.3643,H9N8Sm2,Bisected penta-antennary,9,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3732.3643,H8N8F1Sd1Ga1,Bisected penta-antennary,8,8,1,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3732.3643,H8N8F1Sa1Gd1,Bisected penta-antennary,8,8,1,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3732.3643,H9N8Sa1Sd1,Bisected penta-antennary,9,8,0,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3733.2496,H7N8S2G1Na2,Bisected penta-antennary,7,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3733.2748,H6N6F4S3Na2,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3734.27,H7N8F2S1G1Na2,Bisected penta-antennary,7,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3734.27,H8N8F1S2Na2,Bisected penta-antennary,8,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3734.3687,H8N8F3Gd1,Bisected penta-antennary,8,8,3,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
3734.3687,H9N8F2Sd1,Bisected penta-antennary,9,8,2,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
3736.348,H9N8F2Gm1,Bisected penta-antennary,9,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3738.4377,H6N8F1Sd3,Bisected penta-antennary,6,8,1,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3739.2366,H6N8F1S2G1Na3,Bisected penta-antennary,6,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3739.2366,H7N8S3Na3,Bisected penta-antennary,7,8,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3742.2622,H7N6F1S3G1Na1,Bisected tri-antennary / Tetra-antennary,7,6,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3742.3963,H7N8Sd2Ga1,Bisected penta-antennary,7,8,0,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3742.3963,H7N8Sa1Sd1Gd1,Bisected penta-antennary,7,8,0,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3742.4214,H6N6F4Sa1Sd2,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3743.2826,H7N6F3S2G1Na1,Bisected tri-antennary / Tetra-antennary,7,6,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3743.3803,H6N7F3Sa3,Bisected tetra-antennary / Penta-antennary,6,7,3,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3744.2779,H9N8S1G1Na1,Bisected penta-antennary,9,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3744.3755,H7N6F1Sa2Sd1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
3744.3755,H7N6F1Sa3Gd1,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
3744.4007,H6N6F4Sm2Gm1,Bisected tri-antennary / Tetra-antennary,6,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3744.4007,H7N6F3Sm3,Bisected tri-antennary / Tetra-antennary,7,6,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3744.4007,H7N8F2Sd1Gd1,Bisected penta-antennary,7,8,2,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3744.4007,H8N8F1Sd2,Bisected penta-antennary,8,8,1,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3745.2983,H9N8F2G1Na1,Bisected penta-antennary,9,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3746.3323,H6N7F3S3,Bisected tetra-antennary / Penta-antennary,6,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3746.3799,H7N6F3Sa1Sd1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3746.3799,H7N6F3Sa2Gd1,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3748.2493,H7N6F1S4Na2,Bisected tri-antennary / Tetra-antennary,7,6,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3748.3592,H9N8Sm1Gm1,Bisected penta-antennary,9,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3748.3592,H9N8Sd1Ga1,Bisected penta-antennary,9,8,0,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3748.3592,H9N8Sa1Gd1,Bisected penta-antennary,9,8,0,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3749.2697,H6N6F4S2G1Na2,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3749.2697,H7N6F3S3Na2,Bisected tri-antennary / Tetra-antennary,7,6,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3750.2649,H8N8F1S1G1Na2,Bisected penta-antennary,8,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3750.2649,H9N8S2Na2,Bisected penta-antennary,9,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3750.3636,H9N8F2Gd1,Bisected penta-antennary,9,8,2,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
3754.4327,H6N8F1Sd2Gd1,Bisected penta-antennary,6,8,1,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3754.4327,H7N8Sd3,Bisected penta-antennary,7,8,0,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3755.2315,H7N8S2G1Na3,Bisected penta-antennary,7,8,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3755.2567,H6N6F4S3Na3,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3756.4119,H7N6F1Sm4,Bisected tri-antennary / Tetra-antennary,7,6,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3756.4119,H7N6F1Sa2Sd2,Bisected tri-antennary / Tetra-antennary,7,6,1,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
3757.3708,H7N7Sa4,Bisected tetra-antennary / Penta-antennary,7,7,0,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
3758.4163,H6N6F4Sd2Ga1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3758.4163,H6N6F4Sa1Sd1Gd1,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3758.4163,H7N6F3Sa1Sd2,Bisected tri-antennary / Tetra-antennary,7,6,3,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3759.3752,H6N7F3Sa2Ga1,Bisected tetra-antennary / Penta-antennary,6,7,3,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3759.3752,H7N7F2Sa3,Bisected tetra-antennary / Penta-antennary,7,7,2,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3760.3956,H7N6F3Sm2Gm1,Bisected tri-antennary / Tetra-antennary,7,6,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3760.3956,H8N8F1Sd1Gd1,Bisected penta-antennary,8,8,1,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3760.3956,H9N8Sd2,Bisected penta-antennary,9,8,0,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3761.3069,H7N7S4,Bisected tetra-antennary / Penta-antennary,7,7,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3761.3796,H7N7F4Sa2,Bisected tetra-antennary / Penta-antennary,7,7,4,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3762.3272,H6N7F3S2G1,Bisected tetra-antennary / Penta-antennary,6,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3762.3272,H7N7F2S3,Bisected tetra-antennary / Penta-antennary,7,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3763.3476,H7N7F4S2,Bisected tetra-antennary / Penta-antennary,7,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3764.2442,H7N6F1S3G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3765.2646,H7N6F3S2G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3766.2598,H9N8S1G1Na2,Bisected penta-antennary,9,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3768.3143,H6N7F3S3Na1,Bisected tetra-antennary / Penta-antennary,6,7,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3770.2312,H7N6F1S4Na3,Bisected tri-antennary / Tetra-antennary,7,6,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3770.4276,H7N8Sd2Gd1,Bisected penta-antennary,7,8,0,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3770.4527,H6N6F4Sd3,Bisected tri-antennary / Tetra-antennary,6,6,4,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3771.2516,H6N6F4S2G1Na3,Bisected tri-antennary / Tetra-antennary,6,6,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3771.2516,H7N6F3S3Na3,Bisected tri-antennary / Tetra-antennary,7,6,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3771.4116,H6N7F3Sa2Sd1,Bisected tetra-antennary / Penta-antennary,6,7,3,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3772.4068,H7N6F1Sm3Gm1,Bisected tri-antennary / Tetra-antennary,7,6,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
